"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Poá","Poa","-23.5286","-46.3450","Brazil","BR","BRA","São Paulo","minor","113793","1076905631"
"Lauro de Freitas","Lauro de Freitas","-12.8939","-38.3269","Brazil","BR","BRA","Bahia","minor","113543","1076003519"
"Itabira","Itabira","-19.6189","-43.2269","Brazil","BR","BRA","Minas Gerais","minor","113343","1076783407"
"Paulo Afonso","Paulo Afonso","-9.4078","-38.2219","Brazil","BR","BRA","Bahia","minor","112870","1076084498"
"Passos","Passos","-20.7189","-46.6100","Brazil","BR","BRA","Minas Gerais","minor","111939","1076782492"
"Colatina","Colatina","-19.5389","-40.6308","Brazil","BR","BRA","Espírito Santo","minor","111788","1076751743"
"Nova Lima","Nova Lima","-19.9858","-43.8469","Brazil","BR","BRA","Minas Gerais","minor","111697","1076876220"
"Araxá","Araxa","-19.5928","-46.9408","Brazil","BR","BRA","Minas Gerais","minor","111691","1076259402"
"Ariquemes","Ariquemes","-9.9161","-63.0408","Brazil","BR","BRA","Rondônia","minor","111148","1076442639"
"Codó","Codo","-4.4550","-43.8858","Brazil","BR","BRA","Maranhão","minor","111146","1076537068"
"Sorriso","Sorriso","-12.5450","-55.7108","Brazil","BR","BRA","Mato Grosso","minor","110635","1076873169"
"Tubarão","Tubarao","-28.4669","-49.0069","Brazil","BR","BRA","Santa Catarina","minor","110088","1076663243"
"Itumbiara","Itumbiara","-18.4200","-49.2178","Brazil","BR","BRA","Goiás","minor","107970","1076693747"
"Balsas","Balsas","-7.5325","-46.0356","Brazil","BR","BRA","Maranhão","minor","107767","1076067021"
"Teixeira de Freitas","Teixeira de Freitas","-17.5350","-39.7419","Brazil","BR","BRA","Bahia","minor","107486","1076918835"
"Cambé","Cambe","-23.2758","-51.2778","Brazil","BR","BRA","Paraná","minor","107208","1076233235"
"Ji-Paraná","Ji-Parana","-10.8853","-61.9517","Brazil","BR","BRA","Rondônia","minor","106800","1076313540"
"Açailandia","Acailandia","-4.9469","-47.5050","Brazil","BR","BRA","Maranhão","minor","106550","1076993685"
"São Pedro da Aldeia","Sao Pedro da Aldeia","-22.8392","-42.1028","Brazil","BR","BRA","Rio de Janeiro","minor","106049","1076616321"
"Catanduva","Catanduva","-21.1378","-48.9728","Brazil","BR","BRA","São Paulo","minor","105847","1076772178"
"Jataí","Jatai","-17.8808","-51.7139","Brazil","BR","BRA","Goiás","minor","105729","1076908960"
"Erechim","Erechim","-27.6339","-52.2739","Brazil","BR","BRA","Rio Grande do Sul","minor","105705","1076359548"
"Nova Serrana","Nova Serrana","-19.8758","-44.9839","Brazil","BR","BRA","Minas Gerais","minor","105552","1076026436"
"Japeri","Japeri","-22.6431","-43.6533","Brazil","BR","BRA","Rio de Janeiro","minor","105548","1076331274"
"Lagarto","Lagarto","-10.9172","-37.6500","Brazil","BR","BRA","Sergipe","minor","105221","1076051433"
"Maranguape","Maranguape","-3.8900","-38.6858","Brazil","BR","BRA","Ceará","minor","105093","1076845536"
"Planaltina","Planaltina","-15.4528","-47.6139","Brazil","BR","BRA","Goiás","minor","105031","1076186542"
"Lavras","Lavras","-21.2450","-45.0000","Brazil","BR","BRA","Minas Gerais","minor","104761","1076751259"
"Coronel Fabriciano","Coronel Fabriciano","-19.5189","-42.6289","Brazil","BR","BRA","Minas Gerais","minor","104736","1076563450"
"Muriaé","Muriae","-21.1308","-42.3658","Brazil","BR","BRA","Minas Gerais","minor","104108","1076003733"
"Ourinhos","Ourinhos","-22.9789","-49.8708","Brazil","BR","BRA","São Paulo","minor","103970","1076551408"
"Bacabal","Bacabal","-4.2250","-44.7800","Brazil","BR","BRA","Maranhão","minor","103711","1076125117"
"Itacoatiara","Itacoatiara","-3.1428","-58.4439","Brazil","BR","BRA","Amazonas","minor","103598","1076759384"
"Breves","Breves","-1.6822","-50.4803","Brazil","BR","BRA","Pará","minor","103497","1076061751"
"Ubá","Uba","-21.1200","-42.9428","Brazil","BR","BRA","Minas Gerais","minor","103365","1076389529"
"Patos","Patos","-7.0244","-37.2800","Brazil","BR","BRA","Paraíba","minor","103165","1076232522"
"Itanhaém","Itanhaem","-24.1831","-46.7889","Brazil","BR","BRA","São Paulo","minor","103102","1076274068"
"Aracruz","Aracruz","-19.8203","-40.2733","Brazil","BR","BRA","Espírito Santo","minor","103101","1076506817"
"Iguatu","Iguatu","-6.3594","-39.2986","Brazil","BR","BRA","Ceará","minor","103074","1076734026"
"Camboriú","Camboriu","-27.0250","-48.6539","Brazil","BR","BRA","Santa Catarina","minor","103074","1076088300"
"Santo Antônio de Jesus","Santo Antonio de Jesus","-12.9692","-39.2611","Brazil","BR","BRA","Bahia","minor","103055","1076231231"
"Caieiras","Caieiras","-23.3642","-46.7406","Brazil","BR","BRA","São Paulo","minor","102775","1076000967"
"Palhoça","Palhoca","-27.6444","-48.6678","Brazil","BR","BRA","Santa Catarina","minor","102742","1076000559"
"Ituiutaba","Ituiutaba","-18.9689","-49.4650","Brazil","BR","BRA","Minas Gerais","minor","102217","1076873111"
"Assis","Assis","-22.6619","-50.4119","Brazil","BR","BRA","São Paulo","minor","101409","1076782502"
"Itaperuna","Itaperuna","-21.2050","-41.8878","Brazil","BR","BRA","Rio de Janeiro","minor","101041","1076348886"
"Campo Mourão","Campo Mourao","-24.0458","-52.3828","Brazil","BR","BRA","Paraná","minor","99432","1076799533"
"Caldas Novas","Caldas Novas","-17.7439","-48.6258","Brazil","BR","BRA","Goiás","minor","98622","1076906502"
"Manacapuru","Manacapuru","-3.2997","-60.6206","Brazil","BR","BRA","Amazonas","minor","98502","1076484341"
"Abreu e Lima","Abreu e Lima","-7.9117","-34.9028","Brazil","BR","BRA","Pernambuco","minor","98462","1076355835"
"Santa Cruz do Capibaribe","Santa Cruz do Capibaribe","-7.9573","-36.2047","Brazil","BR","BRA","Pernambuco","minor","98254","1076235057"
"Valença","Valenca","-13.3703","-39.0731","Brazil","BR","BRA","Bahia","minor","97873","1076455406"
"Paulínia","Paulinia","-22.7611","-47.1542","Brazil","BR","BRA","São Paulo","minor","97702","1076327352"
"Itaúna","Itauna","-20.0750","-44.5758","Brazil","BR","BRA","Minas Gerais","minor","97669","1076321811"
"Ipojuca","Ipojuca","-8.3989","-35.0639","Brazil","BR","BRA","Pernambuco","minor","97669","1076800536"
"Lajeado","Lajeado","-29.4669","-51.9614","Brazil","BR","BRA","Rio Grande do Sul","minor","97432","1076361223"
"Pará de Minas","Para de Minas","-19.8600","-44.6078","Brazil","BR","BRA","Minas Gerais","minor","97139","1076626301"
"Francisco Beltrão","Francisco Beltrao","-26.0808","-53.0550","Brazil","BR","BRA","Paraná","minor","96666","1076112162"
"Votuporanga","Votuporanga","-20.4228","-49.9728","Brazil","BR","BRA","São Paulo","minor","96634","1076423091"
"Parintins","Parintins","-2.6278","-56.7358","Brazil","BR","BRA","Amazonas","minor","96372","1076090375"
"Corumbá","Corumba","-19.0089","-57.6528","Brazil","BR","BRA","Mato Grosso do Sul","minor","96268","1076131775"
"Itabaiana","Itabaiana","-10.6850","-37.4253","Brazil","BR","BRA","Sergipe","minor","96142","1076643218"
"Vilhena","Vilhena","-12.7406","-60.1458","Brazil","BR","BRA","Rondônia","minor","95832","1076196581"
"Pôrto Seguro","Porto Seguro","-16.4500","-39.0650","Brazil","BR","BRA","Bahia","minor","95721","1076932180"
"São Cristóvão","Sao Cristovao","-11.0150","-37.2058","Brazil","BR","BRA","Sergipe","minor","95612","1076642686"
"Itaituba","Itaituba","-4.2758","-55.9839","Brazil","BR","BRA","Pará","minor","94750","1076849673"
"Simões Filho","Simoes Filho","-12.7839","-38.4039","Brazil","BR","BRA","Bahia","minor","94066","1076003150"
"Ponta Porã","Ponta Pora","-22.5361","-55.7256","Brazil","BR","BRA","Mato Grosso do Sul","minor","93937","1076647935"
"Rio Largo","Rio Largo","-9.4778","-35.8528","Brazil","BR","BRA","Alagoas","minor","93927","1076018887"
"Mairiporã","Mairipora","-23.3189","-46.5869","Brazil","BR","BRA","São Paulo","minor","93853","1076161359"
"Itajubá","Itajuba","-22.4258","-45.4528","Brazil","BR","BRA","Minas Gerais","minor","93073","1076423300"
"Guaíba","Guaiba","-30.1139","-51.3250","Brazil","BR","BRA","Rio Grande do Sul","minor","92924","1076594929"
"Barra do Piraí","Barra do Pirai","-22.4700","-43.8258","Brazil","BR","BRA","Rio de Janeiro","minor","92883","1076997923"
"Serra Talhada","Serra Talhada","-7.9858","-38.2958","Brazil","BR","BRA","Pernambuco","minor","92228","1076913729"
"Cruzeiro do Sul","Cruzeiro do Sul","-7.6308","-72.6700","Brazil","BR","BRA","Acre","minor","91888","1076881427"
"Pato Branco","Pato Branco","-26.2289","-52.6708","Brazil","BR","BRA","Paraná","minor","91836","1076958036"
"Tucuruí","Tucurui","-3.7678","-49.6728","Brazil","BR","BRA","Pará","minor","91306","1076000076"
"Avaré","Avare","-23.0989","-48.9258","Brazil","BR","BRA","São Paulo","minor","91232","1076118860"
"Manhuaçu","Manhuacu","-20.2581","-42.0336","Brazil","BR","BRA","Minas Gerais","minor","91169","1076000444"
"Caçapava","Cacapava","-23.1008","-45.7069","Brazil","BR","BRA","São Paulo","minor","91162","1076289420"
"São Lourenço da Mata","Sao Lourenco da Mata","-8.0019","-35.0178","Brazil","BR","BRA","Pernambuco","minor","90402","1076714150"
"São João del Rei","Sao Joao del Rei","-21.1358","-44.2619","Brazil","BR","BRA","Minas Gerais","minor","90225","1076559413"
"Patrocínio","Patrocinio","-18.9439","-46.9928","Brazil","BR","BRA","Minas Gerais","minor","89826","1076001071"
"Itapeva","Itapeva","-23.9819","-48.8758","Brazil","BR","BRA","São Paulo","minor","89728","1076767110"
"Saquarema","Saquarema","-22.9200","-42.5100","Brazil","BR","BRA","Rio de Janeiro","minor","89559","1076235078"
"Barra do Corda","Barra do Corda","-5.5031","-45.2369","Brazil","BR","BRA","Maranhão","minor","88492","1076745135"
"Guanambi","Guanambi","-14.2228","-42.7808","Brazil","BR","BRA","Bahia","minor","87817","1076791780"
"Caratinga","Caratinga","-19.7900","-42.1389","Brazil","BR","BRA","Minas Gerais","minor","87360","1076504581"
"Lorena","Lorena","-22.7308","-45.1247","Brazil","BR","BRA","São Paulo","minor","87178","1076493589"
"Unaí","Unai","-16.3639","-46.8944","Brazil","BR","BRA","Minas Gerais","minor","86619","1076438683"
"Gravatá","Gravata","-8.2008","-35.5650","Brazil","BR","BRA","Pernambuco","minor","86516","1076214495"
"Navegantes","Navegantes","-26.8989","-48.6539","Brazil","BR","BRA","Santa Catarina","minor","86401","1076398974"
"Cáceres","Caceres","-16.0711","-57.6789","Brazil","BR","BRA","Mato Grosso","minor","85857","1076422654"
"Redenção","Redencao","-8.0289","-50.0308","Brazil","BR","BRA","Pará","minor","85597","1076392685"
"Novo Hamburgo","Novo Hamburgo","-29.6778","-51.1308","Brazil","BR","BRA","Rio Grande do Sul","minor","85364","1076221386"
"Araripina","Araripina","-7.5500","-40.5667","Brazil","BR","BRA","Pernambuco","minor","85088","1076945288"
"Santa Inês","Santa Ines","-3.6669","-45.3800","Brazil","BR","BRA","Maranhão","minor","85014","1076053036"
"Santana do Livramento","Santana do Livramento","-30.8908","-55.5328","Brazil","BR","BRA","Rio Grande do Sul","minor","84421","1076271841"
"Carpina","Carpina","-7.8508","-35.2547","Brazil","BR","BRA","Pernambuco","minor","84395","1076005200"
"Euriápolis","Euriapolis","-16.3778","-39.5800","Brazil","BR","BRA","Bahia","minor","84120","1076770753"
"Arujá","Aruja","-23.3967","-46.3211","Brazil","BR","BRA","São Paulo","minor","83939","1076436872"
"Lucas do Rio Verde","Lucas do Rio Verde","-13.0500","-55.9108","Brazil","BR","BRA","Mato Grosso","minor","83798","1076459192"
"Matão","Matao","-21.6033","-48.3658","Brazil","BR","BRA","São Paulo","minor","83626","1076497431"
"Serrinha","Serrinha","-11.6642","-39.0075","Brazil","BR","BRA","Bahia","minor","83275","1076832200"
"Picos","Picos","-7.0769","-41.4669","Brazil","BR","BRA","Piauí","minor","83090","1076752928"
"Valinhos","Valinhos","-22.9708","-46.9958","Brazil","BR","BRA","São Paulo","minor","82973","1076809155"
"Araruama","Araruama","-22.8728","-42.3428","Brazil","BR","BRA","Rio de Janeiro","minor","82803","1076900900"
"Bayeux","Bayeux","-7.1333","-34.9333","Brazil","BR","BRA","Paraíba","minor","82742","1076607187"
"Jacobina","Jacobina","-11.1808","-40.5178","Brazil","BR","BRA","Bahia","minor","82590","1076049373"
"Cruzeiro","Cruzeiro","-22.5772","-44.9583","Brazil","BR","BRA","São Paulo","minor","82571","1076421054"
"Quixeramobim","Quixeramobim","-5.1989","-39.2928","Brazil","BR","BRA","Ceará","minor","82177","1076495439"
"Concórdia","Concordia","-27.2339","-52.0278","Brazil","BR","BRA","Santa Catarina","minor","81646","1076922195"
"Timóteo","Timoteo","-19.5828","-42.6439","Brazil","BR","BRA","Minas Gerais","minor","81579","1076541844"
"Mogi Mirim","Mogi Mirim","-22.4319","-46.9578","Brazil","BR","BRA","São Paulo","minor","81467","1076719683"
"Chapadinha","Chapadinha","-3.7419","-43.3600","Brazil","BR","BRA","Maranhão","minor","81386","1076901443"
"Campo Limpo","Campo Limpo","-23.2064","-46.7844","Brazil","BR","BRA","São Paulo","minor","80847","1076459810"
"Leme","Leme","-22.1858","-47.3900","Brazil","BR","BRA","São Paulo","minor","80757","1076542731"
"Curvelo","Curvelo","-18.7564","-44.4308","Brazil","BR","BRA","Minas Gerais","minor","80616","1076253887"
"Seropédica","Seropedica","-22.7439","-43.7078","Brazil","BR","BRA","Rio de Janeiro","minor","80596","1076073491"
"Santana","Santana","-0.0350","-51.1750","Brazil","BR","BRA","Amapá","minor","80439","1076974952"
"Cachoeira do Sul","Cachoeira do Sul","-30.0394","-52.8953","Brazil","BR","BRA","Rio Grande do Sul","minor","80070","1076336795"
"Goiana","Goiana","-7.5606","-35.0025","Brazil","BR","BRA","Pernambuco","minor","80055","1076692421"
"Cianorte","Cianorte","-23.6628","-52.6050","Brazil","BR","BRA","Paraná","minor","79527","1076944079"
"Belo Jardim","Belo Jardim","-8.3358","-36.4239","Brazil","BR","BRA","Pernambuco","minor","79507","1076631616"
"Viana","Viana","-20.3893","-40.4948","Brazil","BR","BRA","Espírito Santo","minor","79500","1076304289"
"São Roque","Sao Roque","-23.5289","-47.1350","Brazil","BR","BRA","São Paulo","minor","79484","1076621665"
"Senhor do Bonfim","Senhor do Bonfim","-10.4614","-40.1894","Brazil","BR","BRA","Bahia","minor","79424","1076513309"
"Viçosa","Vicosa","-20.7539","-42.8819","Brazil","BR","BRA","Minas Gerais","minor","79388","1076988060"
"Caçador","Cacador","-26.7753","-51.0150","Brazil","BR","BRA","Santa Catarina","minor","79313","1076703793"
"Ceará-Mirim","Ceara-Mirim","-5.6339","-35.4258","Brazil","BR","BRA","Rio Grande do Norte","minor","79115","1076913277"
"Alfenas","Alfenas","-21.4289","-45.9469","Brazil","BR","BRA","Minas Gerais","minor","78970","1076300425"
"Caraguatatuba","Caraguatatuba","-23.6200","-45.4128","Brazil","BR","BRA","São Paulo","minor","78921","1076107372"
"Formosa","Formosa","-15.5369","-47.3339","Brazil","BR","BRA","Goiás","minor","78651","1076601172"
"Moju","Moju","-1.8839","-48.7689","Brazil","BR","BRA","Pará","minor","78629","1076020210"
"Ijuí","Ijui","-28.3878","-53.9150","Brazil","BR","BRA","Rio Grande do Sul","minor","78461","1076683915"
"Três Rios","Tres Rios","-22.1169","-43.2089","Brazil","BR","BRA","Rio de Janeiro","minor","78346","1076943829"
"Bebedouro","Bebedouro","-20.9494","-48.4792","Brazil","BR","BRA","São Paulo","minor","77627","1076045128"
"Santa Rosa","Santa Rosa","-27.8708","-54.4814","Brazil","BR","BRA","Rio Grande do Sul","minor","77519","1076071027"
"São João da Boa Vista","Sao Joao da Boa Vista","-21.9689","-46.7978","Brazil","BR","BRA","São Paulo","minor","77387","1076459561"
"Santo Ângelo","Santo Angelo","-28.2989","-54.2628","Brazil","BR","BRA","Rio Grande do Sul","minor","76917","1076113692"
"Valença","Valenca","-22.2456","-43.7003","Brazil","BR","BRA","Rio de Janeiro","minor","76869","1076574787"
"Maricá","Marica","-22.9189","-42.8189","Brazil","BR","BRA","Rio de Janeiro","minor","76737","1076927018"
"Tianguá","Tiangua","-3.7322","-40.9917","Brazil","BR","BRA","Ceará","minor","76537","1076661273"
"Paragominas","Paragominas","-2.9950","-47.3528","Brazil","BR","BRA","Pará","minor","76450","1076557071"
"Ibiúna","Ibiuna","-23.6564","-47.2225","Brazil","BR","BRA","São Paulo","minor","76432","1076173752"
"Crateús","Crateus","-5.1778","-40.6778","Brazil","BR","BRA","Ceará","minor","76390","1076897989"
"Esteio","Esteio","-29.8608","-51.1789","Brazil","BR","BRA","Rio Grande do Sul","minor","76137","1076924823"
"Lins","Lins","-21.6786","-49.7425","Brazil","BR","BRA","São Paulo","minor","76092","1076798294"
"Paranavaí","Paranavai","-23.0728","-52.4650","Brazil","BR","BRA","Paraná","minor","75750","1076424384"
"Sapiranga","Sapiranga","-29.6378","-51.0069","Brazil","BR","BRA","Rio Grande do Sul","minor","75648","1076553484"
"Cataguases","Cataguases","-21.3892","-42.6967","Brazil","BR","BRA","Minas Gerais","minor","75540","1076169159"
"Três Corações","Tres Coracoes","-21.6947","-45.2553","Brazil","BR","BRA","Minas Gerais","minor","75485","1076131585"
"Itapira","Itapira","-22.4361","-46.8217","Brazil","BR","BRA","São Paulo","minor","75234","1076706166"
"Paracatu","Paracatu","-17.2217","-46.8750","Brazil","BR","BRA","Minas Gerais","minor","75216","1076347421"
"Lagoa Santa","Lagoa Santa","-19.6357","-43.8966","Brazil","BR","BRA","Minas Gerais","minor","75145","1076169949"
"Telêmaco Borba","Telemaco Borba","-24.3239","-50.6158","Brazil","BR","BRA","Paraná","minor","75042","1076867165"
"Sinop","Sinop","-11.8639","-55.5039","Brazil","BR","BRA","Mato Grosso","minor","74831","1076876295"
"Piraçununga","Piracununga","-21.9961","-47.4258","Brazil","BR","BRA","São Paulo","minor","74587","1076467647"
"Ouro Prêto","Ouro Preto","-20.3853","-43.5036","Brazil","BR","BRA","Minas Gerais","minor","74558","1076240779"
"Canindé","Caninde","-4.3589","-39.3119","Brazil","BR","BRA","Ceará","minor","74174","1076519156"
"Eusébio","Eusebio","-3.8900","-38.4508","Brazil","BR","BRA","Ceará","minor","74170","1076187536"
"Tefé","Tefe","-3.3539","-64.7108","Brazil","BR","BRA","Amazonas","minor","73669","1076049089"
"João Monlevade","Joao Monlevade","-19.8100","-43.1736","Brazil","BR","BRA","Minas Gerais","minor","73610","1076127295"
"Cacoal","Cacoal","-11.4386","-61.4472","Brazil","BR","BRA","Rondônia","minor","73568","1076046408"
"Irecê","Irece","-11.3042","-41.8558","Brazil","BR","BRA","Bahia","minor","73524","1076348562"
"Pacajus","Pacajus","-4.1725","-38.4606","Brazil","BR","BRA","Ceará","minor","73188","1076601122"
